"46396";"ITACAMBIRA";"3771";"Norte de Minas"
"46418";"ITACARAMBI";"10009";"Norte de Minas"
"47015";"JANAUBA";"37630";"Norte de Minas"
"47031";"JANUARIA";"34450";"Norte de Minas"
"47112";"JEQUITAI";"5513";"Norte de Minas"
"47350";"JURAMENTO";"3443";"Norte de Minas"
"47457";"LAGOA DOS PATOS";"3389";"Norte de Minas"
"47619";"LASSANCE";"4281";"Norte de Minas"
"47856";"MANGA";"11552";"Norte de Minas"
"48194";"MATO VERDE";"9142";"Norte de Minas"
"48399";"MIRABELA";"8731";"Norte de Minas"
"48534";"MONTALVANIA";"10033";"Norte de Minas"
"48577";"MONTE AZUL";"14574";"Norte de Minas"
"43753";"CORACAO DE JESUS";"17133";"Norte de Minas"
"44059";"CRISTALIA";"3597";"Norte de Minas"
"44750";"ENGENHEIRO NAVARRO";"4796";"Norte de Minas"
"44857";"ESPINOSA";"18794";"Norte de Minas"
"45314";"FRANCISCO DUMONT";"3648";"Norte de Minas"
"45330";"FRANCISCO SA";"14867";"Norte de Minas"
"48658";"MONTES CLAROS";"193415";"Norte de Minas"
"50237";"PIRAPORA";"29959";"Norte de Minas"
"50431";"PORTEIRINHA";"23480";"Norte de Minas"
"50890";"RIACHO DOS MACHADOS";"5808";"Norte de Minas"
"51110";"RIO PARDO DE MINAS";"15650";"Norte de Minas"
"51292";"RUBELITA";"5560";"Norte de Minas"
"51390";"SALINAS";"22310";"Norte de Minas"
"51519";"SANTA FE DE MINAS";"3055";"Norte de Minas"
"52213";"SAO FRANCISCO";"27398";"Norte de Minas"
"52477";"SAO JOAO DA PONTE";"16321";"Norte de Minas"
"52531";"SAO JOAO DO PARAISO";"13251";"Norte de Minas"
"52833";"SAO ROMAO";"5334";"Norte de Minas"
"53597";"TAIOBEIRAS";"18600";"Norte de Minas"
"53996";"UBAI";"7054";"Norte de Minas"
"54151";"VARZEA DA PALMA";"21990";"Norte de Minas"
"54178";"VARZELANDIA";"10979";"Norte de Minas"
"40126";"DIVISA ALEGRE";"3592";"Norte de Minas"
"40193";"AGUAS VERMELHAS";"7533";"Norte de Minas"
"40240";"ICARAI DE MINAS";"5554";"Norte de Minas"
"40282";"JAIBA";"17696";"Norte de Minas"
"40380";"LONTRA";"5996";"Norte de Minas"
"40401";"MAMONAS";"4232";"Norte de Minas"
"40444";"MATIAS CARDOSO";"4822";"Norte de Minas"
"40460";"MONTEZUMA";"4234";"Norte de Minas"
"40541";"PEDRAS DE MARIA DA CRUZ";"5968";"Norte de Minas"
"40606";"RIACHINHO";"4606";"Norte de Minas"
"40703";"SAO JOAO DA LAGOA";"3697";"Norte de Minas"
"40762";"SAO JOAO DO PACUI";"3012";"Norte de Minas"
"40886";"URUCUIA";"5348";"Norte de Minas"
